r,C(r)
0.0,7.060116661125945
0.006329113924050633,7.060757584054987
0.012658227848101266,7.062680352842115
0.0189873417721519,7.06609860846367
0.02531645569620253,7.071065761163743
0.03164556962025317,7.077603175039967
0.0379746835443038,7.085721532141161
0.04430379746835443,7.095426936495221
0.05063291139240506,7.10672320311958
0.056962025316455694,7.119612875359194
0.06329113924050633,7.1340977335555325
0.06962025316455696,7.1501790725023895
0.0759493670886076,7.167857863295115
0.08227848101265822,7.187134852930128
0.08860759493670886,7.208010628333187
0.09493670886075949,7.230485659044897
0.10126582278481013,7.254560326567003
0.10759493670886076,7.280234945077411
0.11392405063291139,7.30750977639104
0.12025316455696203,7.336385040983609
0.12658227848101267,7.366860926259489
0.13291139240506328,7.398937592850989
0.13924050632911392,7.432615179486015
0.14556962025316456,7.467893806797529
0.1518987341772152,7.504773580339373
0.15822784810126583,7.543254592998929
0.16455696202531644,7.583336926945802
0.17088607594936708,7.6250206552196405
0.17721518987341772,7.668305843034417
0.18354430379746836,7.713192548857829
0.18987341772151897,7.759680825310804
0.1962025316455696,7.807770719921928
0.20253164556962025,7.857462275763974
0.2088607594936709,7.9087555319940135
0.21518987341772153,7.96165052431408
0.22151898734177214,8.016147285366031
0.22784810126582278,8.07224584507157
0.23417721518987342,8.129946230926318
0.24050632911392406,8.189248468255188
0.24683544303797467,8.250152580435024
0.25316455696202533,8.312658589089402
0.25949367088607594,8.376766514259694
0.26582278481012656,8.442476374555739
0.2721518987341772,8.509788187289011
0.27848101265822783,8.578701968590668
0.2848101265822785,8.649217733516446
0.2911392405063291,8.721335496140187
0.2974683544303797,8.795055269637409
0.3037974683544304,8.870377066360154
0.310126582278481,8.947300897904217
0.31645569620253167,9.02582677516965
0.3227848101265823,9.105954708415318
0.3291139240506329,9.187684707308238
0.33544303797468356,9.271016780968228
0.34177215189873417,9.355950938008451
0.3481012658227848,9.442487186572263
0.35443037974683544,9.530625534366772
0.36075949367088606,9.620365988693443
0.3670886075949367,9.71170855647608
0.37341772151898733,9.804653244286431
0.37974683544303794,9.899200058367661
0.3860759493670886,9.995349004655885
0.3924050632911392,10.093100088799991
0.3987341772151899,10.192453316179868
0.4050632911392405,10.293408691923231
0.4113924050632911,10.395966220921125
0.4177215189873418,10.500125907842271
0.4240506329113924,10.60588775714635
0.43037974683544306,10.71325177309629
0.43670886075949367,10.822217959769677
0.4430379746835443,10.932786321069337
0.44936708860759494,11.044956860733187
0.45569620253164556,11.158729582343405
0.4620253164556962,11.274104489334949
0.46835443037974683,11.391081585003535
0.47468354430379744,11.50966087251304
0.4810126582278481,11.629842354902447
0.4873417721518987,11.751626035092345
0.49367088607594933,11.875011915890994
0.5,12.0
