dr,L1_error,L2_error,Linfty_error
0.05555555555555555,0.23333333326024785,0.27182192524726284,0.4158534194372221
0.02631578947368421,0.12105263150390876,0.14026749554118056,0.22384775990922368
0.01282051282051282,0.061538461460726016,0.07116553319506902,0.11701895309082122
0.006329113924050633,0.031012658149435213,0.03583507907021848,0.06011666112594494
