dr,L1_error,L2_error,Linfty_error
0.05555555555555555,7.772049670506931e-11,8.951160353372889e-11,1.2966427931360158e-10
0.02631578947368421,7.646336896982576e-11,8.70225662599601e-11,1.263291693476276e-10
0.01282051282051282,7.710529992266402e-11,8.725836224071927e-11,1.2674750138330637e-10
0.006329113924050633,7.797712475721141e-11,8.801163936088743e-11,1.2792966685992724e-10
